Fuel_Level_Percentage,Vehicle_Load_kg,Speed_kmph,Temperature_C,Route_Type,distance
7.58,1480.3,59.9,26.4,Rural,23.65
79.43,2973.9,53.7,19,Urban,55.36
,1697.1,47.7,38.2,Highway,10.38
77.38,1070.8,74,30.1,Highway,555.61
89.86,1454.6,33.2,42.9,Urban,135.97
46.12,2134.6,64.5,21.2,Urban,100.21
55.88,690.2,29.5,35.7,Urban,122.5
50.31,2009,56.9,44.7,Highway,135.6
41.97,2828.1,72.2,35,Rural,62.06
89.31,2625.9,47.5,17.1,Highway,150.76
89.92,669.2,63.5,32.7,Urban,363.48
36.9,2983.5,69.2,,Urban,32.08
63.43,2246.8,28.2,15.9,Urban,57.58
93.06,905.7,62.3,,Urban,385.31
96.4,531,75.2,23,Highway,890.28
53.35,928.2,54.6,,Rural,206.81
48.02,2595.4,31.2,26.2,Rural,47.52
31.48,554.1,27.6,37,Highway,80.7
96.09,1082.9,35.6,15.5,Highway,304.54
18.57,2393.3,26.2,15.4,Rural,14.48
60.08,1965.3,50.8,15.9,Highway,188.85
31.84,2456.8,24.2,21.6,Highway,37.63
31.51,2365.4,33.4,26.2,Urban,29.89
43.47,626.5,46.4,33.2,Urban,137.5
99.89,2731.3,48.4,44.6,Urban,79.91
10.22,1067.6,53.9,25.6,Rural,48.09
59.96,1883.5,62.3,16.7,Highway,224.97
12.84,2110.7,22.8,20.8,Urban,0.17
19.68,921.6,24.8,41.9,Highway,41.34
46.76,2940.6,23.7,36,Urban,5.85
53.49,1720.4,45.4,38.7,Rural,130.53
29.59,644.1,22.5,18.7,Urban,59.83
35.06,2843.2,64.8,19,Highway,64.08
13.26,1965.7,33.4,18.4,Highway,8.34
33.81,2248,76.4,40.7,Rural,84.54
96.82,1812.9,49.2,21.3,Highway,322.65
94.75,2586.8,46.8,34.3,Rural,108.08
36.81,582.8,,30.5,Urban,169.78
59.23,1170.9,,31.3,Urban,207.63
91.41,1674.1,56.4,20.9,Urban,239.78
5.59,691.5,76.1,34.1,Highway,63.44
82.01,2264.8,45.3,16.3,Urban,92.82
95.1,1484.2,68.5,44.8,Urban,262.12
13.68,1181.7,42.8,15.8,Highway,50.31
20.34,508.4,70.3,16.5,Highway,155.96
96.27,2299.6,35.6,24.7,Highway,171.89
56.07,2584.5,37.4,39.9,Urban,40.04
6.35,1487.6,60.7,22.7,Rural,31.4
29.48,1910.5,32.8,29.2,Highway,74.92
47.74,1069.2,33.7,15.5,Urban,89.8
70.83,2055.5,38.3,17.4,Highway,145.97
74.65,530.3,60.7,33.2,Urban,298.57
99.57,1721.6,73.4,20.8,Highway,539.23
32.31,2110.5,60.5,35.8,Urban,69.64
56.13,2795.5,69.7,38.6,Rural,83.38
55.67,1453.3,52.6,40.5,Rural,167.15
43.54,2413,24.1,19,Urban,42.92
21.07,1994.2,26,28.7,Urban,18.26
97.86,2817.5,53.3,43.4,Urban,55.5
86.07,1495.9,,38.2,Highway,250.32
,1297.7,33.2,18.5,Urban,77.18
62.31,2717.9,48,30.1,Rural,76.68
26.59,623.1,60,42.7,Urban,107.88
,841,43.1,28.2,Highway,245.18
71.02,706,68.2,40.1,Urban,278.24
53.94,2607.8,64.3,29.9,Rural,106.74
99.08,526.5,64.1,18.2,Urban,435.02
63.08,2654.1,79.1,19.4,Highway,170.17
40.24,1628.2,37.7,16.4,Highway,112.31
78.35,510.1,58.7,20.9,Highway,558.36
21.19,1504.1,71.3,41.8,Urban,56.26
41.53,967,54.8,34.5,Urban,104.91
37.96,2061,67.4,37.2,Highway,138.66
46.02,2198.4,44.9,33.6,Rural,66.25
79.27,1718.8,55.4,26.6,Urban,201.78
51,601.3,23.3,21.5,Urban,82.68
80.43,2140.3,79.1,42.8,Urban,174.81
59.77,2605.1,68,30.4,Highway,150.27
37.5,2300.8,72.1,29.4,Highway,111.73
81.95,2574.9,61.7,44.9,Highway,154.11
27.64,1001.3,31.2,26.5,Urban,57.54
26.32,2722.2,21.9,40.6,Urban,11.99
52.93,1305.5,71.9,40.9,Highway,287.76
29.78,533.5,43.8,22,Urban,89.05
5.86,2608.5,35.8,17.8,Urban,19.77
66.59,2854.6,,44.3,Highway,86.73
53.55,2138.9,45.3,27.8,Urban,73.59
47.32,1078.6,59.1,15.1,Rural,216.86
96.86,1129.4,49,30,Urban,274.77
59.26,1666.5,,33.6,Urban,158.32
,2744.6,71.2,38.3,Urban,106.72
,874,31.7,43.3,Highway,40.26
59.07,2564.9,39.8,42.5,Highway,90.62
87.46,1228.3,46.2,43.2,Highway,322.37
,2521.5,77.7,16,Urban,106.92
73.21,2800.7,41.9,36.4,Urban,49.95
40.34,1568.7,42.9,21.8,Urban,79.97
13.78,1412.6,59.2,20.6,Rural,48.58
48.5,2505.6,45.2,39,Urban,52.21
42.48,1823.7,77.1,27.5,Highway,215.09
87.37,2211.1,73.7,42.5,Rural,229.74
28.18,2057.1,50.8,16.3,Urban,48.12
96.84,882.2,58.7,39.1,Highway,536.46
96.02,2612,23.5,19.1,Urban,56.55
28.53,989.4,61.7,20.3,Urban,109.33
38.06,2830.7,62.4,29.3,Urban,44.97
90.08,1126.4,41.6,26.9,Rural,271.46
96.83,2334.7,33.2,29.6,Urban,93.95
47.13,1211.6,74.9,43.2,Urban,165.95
35.49,1294.5,45.6,34.7,Urban,84.29
54.98,1275,59.2,23.7,Urban,173.4
70.34,2369.7,22,20.2,Rural,67.01
30.98,1892,44.8,27.6,Urban,56.85
,2707.4,69,28.5,Rural,124.42
9.91,1268.4,43.3,33,Rural,23.68
9.68,2230,56.2,23,Rural,31.6
41.7,2382.4,32.6,38,Urban,32.19
38.58,878.7,45,18,Urban,105.76
34.99,1501.5,75.7,31.8,Highway,203.59
51.65,1707,54,33.7,Urban,124.26
35.47,1389.2,74.1,21.2,Highway,227.2
23.26,1305.3,74.1,39.8,Urban,68.7
34.4,2216,76.6,33.5,Rural,93.44
97.62,1039.7,73.7,34.4,Urban,400.97
44.06,2273.5,20.2,29.9,Urban,19.52
47.25,2837.6,76,42.3,Highway,60.36
59.77,1913,28.2,35.8,Urban,52.2
98.42,2028.6,22.4,26.5,Urban,77.09
27.95,672.3,23.3,22.2,Urban,40.75
69.72,2661.2,40.9,,Urban,62.28
73.02,1213.6,57.2,,Urban,204.46
,2037.6,44.1,44.8,Urban,73.35
13.41,2947.8,21.5,,Urban,11.85
69.3,1988.8,48.6,42,Urban,98.93
11.09,2311.8,46.5,20.1,Urban,2.45
61.63,1613.3,65.4,27.8,Highway,301.18
,650.9,36.8,43.8,Urban,164.64
25.04,2494,33.1,17.7,Urban,16.79
84.95,587.5,,32.8,Rural,261.93
7.88,2251.6,38.2,42.6,Highway,17.72
85.16,557.3,55.9,43.5,Urban,289.17
48.73,2655.8,48.3,40.4,Rural,43.4
25.67,894.1,40.2,40.7,Highway,95.4
17.71,1785.7,42.5,34.6,Urban,16.17
95.56,1992.9,42.3,21.6,Rural,207.86
11.9,1643.9,78.3,36.9,Urban,50.4
23.91,1351.9,34,44.4,Rural,44.04
38.04,1669.5,69.1,30.8,Urban,123.96
63.92,1278.5,62.5,22.8,Urban,209.43
56.76,1595.3,20.3,32.2,Highway,83.46
16.94,1397.3,79.6,35.7,Urban,57.45
32.52,1915.5,65.4,,Urban,80.8
27.68,1094.8,60.9,36.6,Highway,150
25.29,2971.6,44.3,32.6,Urban,13.65
44.06,1752.2,53.3,33.4,Rural,124.42
71.88,985.4,35.2,,Urban,159.06
25.66,1692.7,22.1,19.7,Rural,44.91
39.83,2666,70.2,33.7,Urban,33.12
42.14,554.5,73.8,32.6,Highway,371.88
97.76,2198.9,29.7,25.1,Urban,90.84
95.69,1869.9,,23.9,Highway,431.17
81.01,923.9,64.5,25.4,Urban,348.46
27.96,2543.7,30.7,29.7,Urban,25.62
11.46,1422.2,45.3,44.2,Urban,27.14
35.11,1234.5,45.4,37.9,Urban,91.09
30.35,2570.3,,40.6,Urban,37.41
53.06,2096.3,70.3,30.2,Highway,216.01
78.88,2745.6,25.7,30.8,Urban,23.41
86.54,2074.7,53.8,21.1,Urban,163.6
85.26,2352,65.7,,Rural,195.11
39.17,2591.1,67.2,27.6,Highway,108.55
70.29,636.8,28.9,37.3,Rural,177.11
34.72,2440.1,51.5,27.3,Rural,63.76
10.79,2034.3,71.5,18.3,Urban,23.2
71.65,673.8,39.1,20.2,Rural,247.97
5.93,1771.4,45.5,39.3,Urban,6.79
43.87,706.1,,22.8,Rural,259.93
36.29,2339.9,25.4,22.9,Highway,61.05
70.87,1866.3,71.6,42.9,Highway,293.57
77.79,2883.9,38.7,34.7,Highway,72.33
,957.8,20.1,18.4,Rural,62.06
82.1,2015.1,34,19.3,Highway,170.39
32.92,1029,25.4,23.2,Urban,40.79
47.4,2035.2,25.5,32.8,Urban,47.18
74.07,2306.6,61.6,37.6,Highway,210.99
70.83,2305.8,32.8,23.2,Urban,61.33
98.8,2537.7,76.1,41.1,Highway,237.59
26.39,2633.9,51,18.3,Highway,33.7
67.92,693.2,47.6,21.2,Urban,217.27
62.92,1358.2,46.1,44.1,Highway,197.22
91.93,2217.8,61.6,19,Highway,282.67
19.85,1746.5,47.1,41.6,Rural,39.03
76.42,976.7,27.7,36.1,Urban,118.7
58.99,1881.8,72.8,17.2,Rural,208.48
31.09,1518.6,45.7,29.5,Rural,89.26
50.07,1475.1,24.4,30.6,Rural,83.87
36.71,2524.4,51.8,43,Rural,41.13
,1519,58.8,27.6,Highway,286.59
89.46,566.1,36.5,28.4,Urban,222.84
59.08,645.2,,18.4,Highway,446.28
65.01,2640.6,60.2,34.2,Highway,126.43
54.28,2901.5,59,21.3,Rural,65.08
9.86,2221,45.2,,Highway,23.77
27.12,1410.9,77.7,,Highway,159.31
51.74,2846.5,36.5,,Highway,50.18
34.47,2157,54.7,19.2,Urban,53.36
22.27,2610.8,,36,Urban,26.26
52.89,2414.6,,39.7,Highway,135.32
35.67,1447.8,22.9,16.9,Urban,47.36
29.52,1696.8,22.8,18.2,Urban,27.08
49.08,965.3,68.7,17.7,Highway,317.02
17.66,1230,46.1,16.4,Highway,92.82
93.14,2445.3,40.5,34.8,Highway,143.5
87.43,2734.9,56.5,32.6,Rural,104.8
72.22,2311.2,,34.9,Urban,127.26
15.09,1662.9,32.1,30.2,Urban,11.64
,716.3,31.1,,Highway,238.83
81.76,642.4,77.5,31.4,Rural,566.18
77.94,1435.8,55.4,42.6,Highway,304.58
15.83,1659.6,43.4,29.6,Urban,26.52
66.17,2022.8,68.1,38.7,Highway,255.25
84.26,516.2,51.5,27.2,Rural,420.99
59.85,2974.3,34.5,28.1,Urban,17.3
66.41,1409.8,32.4,40.5,Urban,104.78
,2620.2,43.8,18.2,Highway,65.41
55.23,1837.4,,31.9,Urban,151.94
8.27,826.1,23.7,36.8,Urban,2.51
65.7,2493.9,33.1,37.5,Urban,49.98
12.74,2274.6,73.6,32.7,Urban,26.91
46.33,1818.6,27.3,28.4,Urban,51.07
32.8,1786.4,57.8,22.8,Urban,80.93
56.82,718.7,32.8,42.3,Urban,115.35
17.67,2139.6,56.4,26.1,Rural,51.73
70.71,2778.1,43,39,Urban,36.8
80.53,733.1,26.1,15.9,Highway,213.52
20.52,1158.8,54.9,22,Rural,94.52
14.91,2755.8,61,25.4,Urban,9.03
18.82,1210.9,60.8,35.1,Urban,63.79
88.33,2134.9,58.2,24.6,Highway,299.63
55.18,1837,50,16.2,Urban,88.2
49.39,1990.8,51.2,20.2,Urban,86.77
15.14,1539.5,58.1,22.8,Rural,64.37
66.71,1250,61.4,20.3,Urban,218.1
87.46,621.3,,21.1,Highway,593.78
83.68,2360.7,55.2,38.1,Rural,160.75
64.48,2365.2,29.4,27.4,Urban,63.53
12.15,2176.8,,27.2,Urban,6.03
15.68,2109.1,35.6,44,Highway,43.88
9.68,1109.3,75.2,28.4,Rural,38.19
29.46,555.9,65.6,42.8,Urban,101.85
17.89,2521.8,53.2,24,Urban,18.5
29.7,1727.8,35.1,27,Urban,41.92
41.58,1267.1,26.7,26.9,Urban,57.91
94.58,754.8,73.9,31.4,Urban,443.64
62.99,656.8,73.6,32.5,Urban,297.56
84.32,1372.2,26.6,22.4,Highway,191.48
72.48,2511.8,,38.8,Rural,133.64
15.69,2796.8,46.8,29.9,Rural,23.19
74.91,2741.9,39.4,15.2,Rural,67.58
,2800,,32.7,Urban,30.12
65.72,2769.3,56.9,38.9,Urban,58.09
37.39,1818.1,66.8,22.5,Highway,181.8
99.78,1048.5,24.5,16.1,Highway,222.65
30.04,2495.1,39.1,39.2,Highway,29.46
31.52,1034.3,39.2,44.3,Urban,51.69
93.41,1168,39.8,17.3,Urban,197.72
7.34,1083.1,50.1,43.1,Urban,23.01
71.19,1787.5,,,Urban,120.67
73.91,1304.6,,43.2,Urban,171.45
84.46,885.4,42.1,34.5,Rural,287.85
97.57,1632.9,64.1,41.7,Urban,234.35
97.68,2684.8,,38.6,Rural,126.85
11.2,1926.4,59.2,15.8,Rural,9.94
83.07,2695.8,32.6,17,Highway,80.37
66.4,989.7,39.5,30.8,Rural,200.69
66.5,917.4,21.3,18.9,Urban,62.74
17.19,1938.9,26.5,28.8,Highway,49.58
66.77,1658.3,35.9,43.6,Rural,116
98.34,2150.4,23.9,23.8,Urban,57.28
91.62,2486.6,56.2,29.7,Highway,204.46
46.72,2378.3,79.9,26.5,Urban,119.62
8.8,2855.7,26,33.9,Urban,22.43
39.42,1495.6,69.3,20.8,Rural,175.44
83.51,1016,27.1,22.8,Highway,230.04
71.64,1877.3,,40.8,Urban,159.57
48.64,776.9,58.6,39.3,Rural,220.22
10.23,1222.1,74.2,38.7,Urban,41.91
,1019.7,26.8,38.1,Rural,96.1
49.56,1491.4,38.9,28.8,Rural,113.41
93.21,778,25.4,36.9,Rural,204.62
65.9,579.6,44.4,26.6,Highway,341.55
34.61,2142,74.7,18,Highway,129.71
54.91,2025.6,66.9,26.8,Highway,222.61
11.28,2270.9,63.4,19.8,Urban,30.23
97.39,2151,52,26.7,Urban,174.66
39.21,785.7,,23.9,Urban,191.6
50.4,1227.7,47,33,Highway,209.18
38.75,823.8,29,25.8,Highway,135.04
69.84,2607.4,70.3,36.2,Highway,162.23
67.91,2367.3,36.8,30.4,Highway,103.46
72.96,1003.8,23.2,42.6,Highway,139.04
30.47,1353.3,27.6,17.7,Highway,78.82
34.99,2916.5,56.5,35.6,Urban,17.67
16.9,1985.4,56.4,,Urban,16.73
67.27,2502.9,35.6,43.5,Urban,45.61
8.78,1161.5,63.6,26.1,Highway,53.06
61.78,1025.1,66.4,24.2,Urban,260.39
87.62,2459.8,75.2,20.2,Highway,257.29
89.63,2214.7,,23,Urban,158.98
47.66,2202.4,66.8,30.1,Urban,109.52
48.63,1881.6,65.2,40.1,Highway,173.35
12.31,1908.9,35.5,23.5,Urban,17.94
68.72,2339.2,38.6,19.7,Highway,99.99
83.02,1175,48.7,23.2,Rural,316.43
28.24,1381.9,21.1,,Highway,56.86
45.02,2679.1,37.8,42.8,Highway,47.65
84.69,1272.2,48.4,41.2,Highway,305.58
88.33,1865.8,26.5,24.3,Urban,101.63
28.1,2256.6,27.6,22.4,Highway,36.69
57.3,2999.8,47.8,42.2,Urban,0.56
23.29,1588.2,63.9,15.1,Urban,71.87
14.68,1570.2,70,33,Urban,57.25
91.56,2606.5,52.8,42.5,Highway,161.88
82.95,2513.8,48.5,30.3,Highway,143.78
77.2,2327.7,43.1,15.1,Rural,97.98
9.63,1658.1,31.6,21.6,Urban,9.43
85.15,1309.8,28.8,42.7,Urban,115.69
46.61,2021.8,67.5,15.5,Highway,165.94
37.53,2690.6,47.9,26.8,Highway,43.63
56.92,2709.4,,38.7,Urban,72.68
13.68,771.2,62.2,40.1,Urban,45.83
76.88,1570.9,31.6,29.3,Highway,193.1
60.33,1661.8,50.6,22,Urban,136.24
22.73,2944,46.6,33,Highway,20.91
22.88,2195,45.4,22.9,Highway,54.65
22.5,1518.1,52.6,22.7,Urban,53.71
10.42,565.1,78.9,39.2,Urban,47.17
60.84,1913.5,68.8,19.6,Rural,198.39
,740.2,74.2,15.2,Urban,396.56
6.66,2586.1,21.8,25.1,Urban,15.79
9.66,2381.3,28.4,29.7,Highway,7.18
59.41,1651.3,25.1,36.2,Highway,120.66
82.85,1573,35.8,38.4,Highway,210
36.04,2743.3,46.5,34.9,Highway,50.19
38.21,1221.1,58.5,,Rural,161.41
61.65,1122.5,50,35,Urban,174.65
31.05,2848,,23.1,Highway,56.85
7.53,2523.1,76.4,26.5,Highway,28.61
74.85,2551.6,29.8,33.5,Urban,58.86
64.44,988,71.2,17,Urban,261.29
60.17,858.2,48.9,23.9,Highway,320.36
75.46,565.1,47.2,27.2,Urban,247.91
69.15,1092.6,67.1,31,Rural,345.07
24.56,2435.5,25.6,29.6,Highway,23.11
38.49,1100.1,72.9,36.5,Highway,239.27
16.98,2322.8,60.3,29.2,Rural,37.86
17.34,1129.8,72.5,42.1,Highway,106.23
69.24,1488.2,79.7,26.4,Highway,460.39
86.57,2957.9,51.1,30.8,Highway,86.04
96.46,1112,25.6,15.1,Highway,215.32
64.69,1440.9,30,24.3,Highway,173.85
22.49,1252.7,39.4,41,Urban,35.73
15.04,774.1,26.2,,Rural,44.05
82.22,1724.7,68.9,22.6,Urban,238.07
59.98,1446.7,37.8,31.3,Highway,185.52
63.74,2237.2,,17.4,Urban,153.67
79.24,2544,62.2,30.9,Highway,158.25
71.81,1860.6,30.4,24.1,Rural,126.91
84.27,580.5,48.6,26.5,Rural,405.62
10.34,2047.3,48,38.7,Highway,22.84
76.01,638.5,49.6,34.9,Highway,408.46
85.83,2040.9,,28.4,Urban,149.18
32.18,2212.6,21.9,32.3,Urban,24.66
65.84,994.4,61.2,38,Urban,244.2
34.85,2548.4,49.2,37.4,Urban,13.77
96.01,2777.7,67.5,,Rural,144.16
8.18,2532.7,68.9,24,Urban,21.46
60.08,1262.8,33.8,25.4,Highway,201.15
20.82,1966.6,22.9,20.6,Rural,9.47
72.66,2787,62.2,15.4,Highway,114.99
21.71,1301.7,78.7,20.2,Urban,83.59
27.36,2550.1,46.8,39.2,Urban,19.56
51.97,523.7,35.6,31.4,Urban,127.69
91.91,509.1,29.4,25.2,Highway,321.78
25.11,2399.3,37.2,33.3,Urban,21.03
18.7,2403.6,39.7,37.2,Highway,20.42
77.1,2472.4,45.4,,Rural,118.49
52.56,2825.1,,29,Urban,43.43
91.62,794.8,36.4,16.9,Urban,205.58
18.93,1080,23.1,32.9,Highway,30.25
66.36,2759.3,,25.7,Urban,61.26
27.12,943.1,71.3,28,Highway,196.57
19.89,2205.6,49.9,27.7,Highway,52.22
69.93,1826.2,77.9,34,Urban,205.98
61.4,708,50.2,32.2,Rural,266.28
76.71,1213.2,36.6,27.7,Urban,156.2
34.4,1800.9,31.6,15.5,Urban,49.84
47.56,2630.9,61.7,33.6,Rural,74.84
43.52,2268.8,52.2,41.4,Urban,51.26
98.49,2054.7,56.2,,Urban,174.22
32.76,1740.1,65.3,44.4,Rural,95.02
33.01,1246.7,63.6,19.2,Urban,110.66
38.68,798.1,22.6,21.7,Urban,46.58
58.64,1522.7,68.2,31.2,Highway,319.56
28.97,571.3,52,22.1,Urban,99.29
91.95,1027.6,43.5,16,Highway,386.96
30.24,1581.2,52.3,27.1,Urban,73.66
90.1,1546.5,56.7,23.6,Highway,418.56
14.83,610.7,29,22.9,Urban,22.74
67.37,1972.7,45,43.6,Rural,105.97
91.16,1874.2,40.1,,Urban,127.93
21.03,695.3,41,18.9,Highway,119.64
,2857.9,25.5,18.8,Rural,43.67
48.02,748.5,29.6,39.2,Urban,94.85
94.84,2637.1,29.7,36.4,Urban,40.86
69.3,500.8,42.4,18.9,Urban,208.66
33.65,2705.7,73.7,21.6,Rural,66.91
22.89,549.3,32.4,37.4,Highway,108.24
33.85,2394.5,45,,Rural,51.94
13.84,1404.2,38.7,44.4,Highway,30.59
18.67,2345.5,67.2,31.2,Urban,37.48
14.94,1504.4,23,,Urban,7.18
45.18,677.3,31.8,40.8,Rural,117.92
80.58,2418.8,32.6,24.6,Urban,70.19
18.43,678.1,79.6,23.7,Urban,94.61
17.38,2805.3,54.2,24.8,Highway,32.16
66.13,627.4,28.3,38,Urban,118.01
23.73,1698.3,36.3,20.2,Urban,44.54
14.27,2307.6,30.1,26.5,Highway,37.54
20.85,1483.1,27.5,15.9,Urban,21.26
92.75,1043.1,67.8,39.8,Urban,324.97
83.04,2397.7,49.7,25.2,Highway,175.72
38.64,2460.7,57.9,22.4,Highway,99.57
67.3,2806.7,39.9,32.4,Urban,36.65
56.04,1440.4,53.2,36.1,Urban,139.92
69.33,1765.6,35.5,39.4,Rural,133.46
69.85,1407.8,38.5,25.4,Urban,133.25
,1142.7,59.1,39.4,Urban,188.24
30.28,2377.6,29,28.9,Urban,33.82
8.71,1349.1,57,18,Urban,31.9
48.28,1570.4,71.1,40.4,Highway,239.5
89.64,1509.2,27.2,31.4,Rural,147.53
59.1,2281.7,73.8,33.1,Urban,107.72
84.08,2794.5,24.8,43.1,Highway,43.08
99.2,2166.9,40.9,31.8,Rural,157.94
20.54,1679,56.6,15.2,Urban,53.55
70.72,2448,53.6,41.1,Urban,86.49
69.06,2102.4,25.8,23.5,Highway,96.21
98.1,651.5,67.9,30.1,Urban,445.88
98.63,739.2,78.4,,Highway,859.57
70.23,594.8,,23.9,Highway,256.61
28.14,1642,73.7,35.6,Urban,80.31
80.86,2564.6,53.4,27.9,Urban,117.83
,1282.7,76.2,33.8,Urban,52.94
79.17,1460.4,30.6,39.7,Urban,112.06
91.47,2773.7,67.5,25.2,Urban,115.81
41.37,2592.3,23.6,32.1,Highway,19.07
,2162.6,73,38.3,Urban,130.57
45.86,1167,60.4,36.5,Highway,246.49
46.59,792.6,42.2,31.2,Urban,123.51
34.49,540.1,31.4,26.5,Highway,116.91
77.4,767.5,,27.2,Rural,479.68
93.94,1231.5,56.2,28,Rural,381.41
94.37,1879.5,41.6,25.5,Urban,162.61
21.6,660,46.6,36,Urban,90.48
88.1,840.6,69.6,18.8,Urban,386.22
75.06,952.7,40.3,44,Urban,162.16
29.02,2080,25.4,38.4,Rural,27.67
11.39,2039.5,74.7,23.9,Highway,40.01
30.46,1876.9,43.2,16.3,Highway,91.49
91.66,1126.3,40.9,36.3,Highway,322.82
65.15,1427.8,32.3,37,Highway,157.6
73.5,741.7,73.8,43.9,Highway,523.52
29.43,1066.2,33.1,22.6,Urban,54.47
73.34,2744.3,58.2,17.5,Urban,86.75
7.67,2949.2,72.8,42.5,Highway,14.45
40.66,2119.1,22.1,22.8,Rural,34.92
64.54,2792.1,69.7,36.6,Urban,73.79
18.88,2106.9,44.6,16.8,Highway,37.71
83.19,583,59.5,37.8,Urban,323.81
27.33,2991.9,42.3,18.8,Urban,26.25
66.97,747.4,61.7,,Urban,253.84
,2206.6,35.3,31,Highway,91.2
61.62,1132.1,21.3,43.7,Urban,64.77
15.21,1480,76.9,16.1,Highway,98.83
6.61,2114.8,21,23.8,Urban,34.26
91.41,1591.2,69.4,17.1,Highway,489.44
30.61,1126.4,30.1,41.4,Urban,43.88
82.87,1336.1,43.5,32.8,Urban,182.74
99.94,1353.9,69.3,31,Urban,338.75
25.09,2898.3,32.4,18.9,Urban,19.47
30.19,2496.5,71.9,29.7,Urban,55.79
67.97,1646.4,49.9,,Rural,197.63
96.72,999.6,42,24.5,Urban,264.53
92,2527.5,59.7,38.2,Highway,190.52
,893,40.5,16.8,Highway,207.91
80.54,1026.2,40.8,34.4,Highway,310.86
17.9,1415,64,,Highway,80.24
97.86,2700.9,38.6,42.2,Rural,82.99
96.61,829.5,32,37.4,Rural,258.53
,805.6,68.5,23.5,Urban,87.25
33.45,1734.9,68.3,33,Highway,161.34
14.51,1191,49.9,19.2,Urban,33.54
,1921.8,51.6,18.5,Urban,48.92
82.52,1629.1,61.8,34.2,Urban,215.77
40.94,1587.4,50.6,40.5,Rural,138.44
13.4,779.9,45,17,Highway,70.69
37.51,852.6,79.7,18.2,Highway,311.97
98.23,2552.7,28.9,32,Urban,57.28
64.82,2714.7,55.6,21.5,Urban,64.43
44.54,1086.7,73.2,,Urban,165.35
20.82,783.7,61.2,21.4,Highway,156.97
98.69,633.5,72.9,18.5,Urban,484.75
82.98,2020.7,40.2,31.4,Highway,194.27
31.74,2288.4,,40.9,Rural,41.17
11.66,1432,71.1,35.6,Rural,71.99
10.38,2199.2,43.6,39.6,Rural,19.75
16.44,2282.4,62.6,23,Urban,28.78
60.17,2838.4,28.9,41.6,Rural,49.97
93.23,662.2,65.4,26.3,Rural,567.96
52.19,980.7,52.9,40.6,Rural,178.76
85.08,671.3,36.1,29.1,Rural,262.46
47.36,2670,49.7,23,Rural,61.9
72.32,2481.5,61.8,22.8,Urban,114.21
74.53,1936.6,20.7,32,Urban,64.3
21.53,709.2,58.2,17.4,Highway,125.45
39.32,1183.3,52.5,42.9,Highway,161.34
65.54,1244.3,,23.1,Urban,112.28
11.72,1901.9,65.2,25.1,Highway,61.97
39.35,1145.1,38.2,22,Urban,98.66
55.81,682.4,36.6,15.1,Urban,149.22
99.64,2326.9,48.3,35.8,Urban,129.41
50.08,1247.7,60.6,32.7,Urban,176.38
82.53,1630.9,75.7,39.3,Highway,410.05
46.05,819.2,,16.2,Rural,109.12
80.66,2506.4,43.8,42.9,Highway,109.47
61.56,1913.8,24,24.9,Highway,103.28
89.23,2754,65.5,42.4,Urban,92.88
44.04,1738.7,46.9,18.2,Highway,116.73
62.41,2853.6,62.4,37.3,Rural,84.69
64.85,2729.7,,32.4,Highway,84.3
44.65,1941.1,70.7,25.7,Urban,116.61
18.71,2834.7,52.1,17.4,Rural,22.79
13.89,1307.7,76.6,33.1,Rural,56.52
6.58,1414.1,24.7,15.8,Urban,-0.01
87.99,613.7,50.9,30,Urban,323.7
27.47,1973,66,33.1,Urban,52.06
25.09,2304.8,56,37,Urban,37.04
74.92,2433.8,21.4,44.7,Rural,31.79
35.4,874.5,78.3,22.8,Rural,240.62
53.07,1610.4,37.9,24.7,Highway,163.51
20.44,942.2,35,25.2,Highway,83.33
96.18,2155.3,49.1,36.9,Highway,237.79
85.9,894.9,52.5,43,Urban,255.11
87.06,2760.4,66,44.2,Highway,137.53
43.64,1076.6,43.6,43.4,Rural,114.84
77.42,1228.5,46.4,41.4,Rural,221.52
18.67,2627.3,52.1,44.7,Urban,3.58
5.82,1646.2,43.7,26.3,Urban,12.42
6.9,560,74.9,43.4,Urban,29.6
60.73,1736.5,71.1,37.8,Highway,281.44
48.26,711.4,47.3,20.1,Highway,236.07
54.21,2963.4,20,16.4,Urban,13.16
5.71,1970.3,74.1,21.4,Highway,38.14
45.16,1141.3,27.5,38.4,Urban,69.14
73.22,1909.3,34.7,34,Urban,72.99
47.06,692.2,29.1,21.7,Rural,123.82
74.56,2499.7,30.8,37.3,Urban,43.04
27.14,2813.3,,19.2,Urban,30.06
82.25,2686.1,54.8,39.7,Urban,74.42
60.9,1354.4,77.4,38.8,Urban,235.34
25.02,1314.4,33.9,,Highway,63.27
27.49,587.7,49.1,,Highway,157.95
64.66,2128.5,78.6,42.2,Urban,143.85
,1837.3,69.6,25.2,Urban,246.82
44.48,1648.4,63.7,27.5,Urban,125.71
29.54,2769.1,31.3,29.1,Urban,23.94
87.37,919.7,66.2,33.8,Highway,563.2
68.58,524.2,40.9,44.8,Urban,181.12
47.57,683.3,51.8,33,Urban,164.6
51.35,1058.4,56.5,42.8,Urban,144.05
24.4,583.2,56.6,22.7,Urban,106.81
64.55,1757.1,63.6,27,Urban,180.23
39.08,1285.2,59.7,30.1,Highway,212.6
99.59,951.2,24.1,24.7,Urban,153.33
50.62,2375.2,47.4,44.3,Urban,52.04
51.16,1011.1,59.8,36.8,Highway,281.18
